friddjavuođareive	1. frihetsbrev;  
hyperbel	1. hyperbel;  
fábel	1. fabel;  
riikaráđđeadel	1. riksrådsadel;  
mándel	1. mandel;  
ruoškemándel	1. krakkmandel;  
dádel	1. daddel;  
taffel	1. taffel;  
luffel	1. fløyel;  
tingeltangel	1. tingeltangel;  
hammondorgel	1. hammondorgel;  
elorgel	1. elorgel;  
stalinorgel	1. stalinorgel;  
flygel	1. flygel;  
tabernakel	1. tabernakel;  
orakel	1. orakel;  
rekel	1. rekel;  
sekel	1. sekel;  
spetakkel	1. spetakkel;  
mohtorsihkkel	1. motorsykkel;  
boagánmohtorsihkkel	1. beltemotorsykkel;  
vehikkel	1. vehikkel;  
matrikkel	1. matrikkel;  
sparkel	1. sparkel;  
formel	1. formel;  
kánel	1. kanel;  
sampel	1. sampel;  
eksempel	1. eksempel;  
buddhatempel	1. buddhatempel;  
stempel	1. stempel;  
datostempel	1. datostempel;  
nihppel	1. nippel;  
steallenihppel	1. ansatsnippel;  
vuoidannihppel	1. smørenippel;  
veksel	1. veksel;  
avistaveksel	1. siktveksel;  
iežasveksel	1. egenveksel;  
brensel	1. brensel;  
gissel	1. gissel;  
kervel	1. kjørvel;  
duolbajeagil	1. storvrenge;  
nuondajeagil	1. mattlav;  
bihkkajeagil	1. tagglav;  
korállajeagil	1. korallav;  
suoksajeagil	1. makklav;  
sarvajeagil	1. islandslav;  
bohccejeagil	1. begerlav;  
roancejeagil	1. reinlav;  
loddejeagil	1. grynragg;  
láigejeagil	1. skjegglav;  
gumpejeagil	1. ulvelav;  
oaksejeagil	1. kvistlav;  
simsejeagil	1. bleiktjafs;  
beassejeagil	1. neverlav;  
sáltejeagil	1. klipperagg;  
oaivejeagil	1. kvitkrull;  
smarvejeagil	1. saltlav;  
njavvejeagil	1. ragglav;  
sámmáljeagil	1. årenever;  
láddojeagil	1. pyttlav;  
guovdojeagil	1. kvitmose;  
njivlojeagil	1. glyelav;  
spártojeagil	1. grønnever;  
báhparjeagil	1. papirlav;  
fiskesjeagil	1. gulskinn;  
skahpusjeagil	1. hinnelav;  
várjatjeagil	1. finnmarkslav;  
beatnatjeagil	1. bikkjenever;  
vizzetjeagil	1. rabbeskjegg;  
reatkájeagil	1. einerlav;  
vulušjeagil	1. skållav;  
gardnjil	1. albue;  
ákkil	1. forreste del av fisken;  
háskil	1. fjelljo;  
pláhttaviŋkil	1. platevinkel;  
stealleviŋkil	1. anslagsvinkel;  
heivenviŋkil	1. smygvinkel;  
lotnolasviŋkil	1. kombinasjonsvinkel;  
ruksesguškil	1. lappspove;  
eanandoalloulbmil	1. landbruksformål;  
oahpahusulbmil	1. opplæringsmål;  
boađusulbmil	1. resultatmål;  
ápmil	1. enhornet rein;  
goahppil	1. røy;  
áksil	1. aksel;  
ovdaáksil	1. foraksel;  
gaskaáksil	1. mellomaksel;  
njunneáksil	1. kamaksel;  
jorreáksil	1. spindel;  
veiveáksil	1. veivaksel;  
maŋŋeáksil	1. bakaksel;  
borahanáksil	1. mateaksel;  
giddenáksil	1. oppspenningsdor;  
sierraoaivil	1. dissens;  
čiegusoaivil	1. undertekst;  
álbmotoaivil	1. opinion;  
azzil	1. streng mellom juksas snøre og jernstein;  
bumbol	1. bomull;  
láfol	1. fjello;  
vuoktaláfol	1. vipe;  
cuppol	1. trestykke;  
suvvol	1. soldis;  
čavgenoalul	1. spennbakke;  
náskál	1. syl;  
harem	1. harem;  
totem	1. totem;  
album	1. album;  
metrum	1. metrum;  
visum	1. visum;  
votum	1. votum;  
boksaraban	1. boksåpner;  
lohkkeraban	1. lokkåpner;  
láseraban	1. vindusåpner;  
bohtalraban	1. flaskeåpner;  
ristarieban	1. korsrev;  
čáhppesrieban	1. svartrev;  
ruksesrieban	1. rødrev;  
viiban	1. fravær;  
áiban	1. fravær;  
goban	1. forsenker;  
bábircában	1. makulatur;  
máhccan	1. tilbakereise;  
málbmaohcan	1. prospektering;  
vihkeohcan	1. feilsøking;  
ráđđeohcan	1. konsultasjon;  
ovdaoastinohcan	1. håndgivelsessøknad;  
sátnádaddan	1. ordveksling;  
vajahasgoarddan	1. brødrister;  
čiehkasirddan	1. vinkeltransportør;  
rivihuddan	1. voldsom opptreden;  
gulaskuddan	1. forespørsel;  
sisasuddan	1. innsmelting;  
dovddan	1. føler;  
láddan	1. modning;  
veaikavuoidan	1. vekesmøring;  
muohtovuoidan	1. sminking;  
dovdan	1. sansing;  
ivdnedovdan	1. fargefornemmelse;  
sátnedovdan	1. ordgjenkjennelse;  
lihkadandovdan	1. bevegelsessansing;  
cagan	1. tjeld;  
seagan	1. innretning;  
coagan	1. grunne;  
ravdacaggan	1. sideforsvar;  
njuolggan	1. likeretter;  
roggan	1. skjerping;  
mineralaroggan	1. mineralutvinning;  
ruovdemálbmaroggan	1. jernmalmbryting;  
čađagolgan	1. lekkasje;  
weblogan	1. nettleser;  
juogan	1. fordeler;  
vajan	1. stanseverktøy;  
rádjabidjan	1. grensegangsforretning;  
ruhtabidjan	1. pengeplassering;  
asfáltabidjan	1. asfaltering;  
oktiibidjan	1. sammenføyning;  
fápmuibidjan	1. ikrafttreden;  
vealgáibidjan	1. skyldlægning;  
virgáibidjan	1. ansettelse;  
árvobidjan	1. verdsettelse;  
eretbidjan	1. avgang;  2. avskjed;  
raddevuodjan	1. brystsvømming;  
ráivvuvuodjan	1. crawl;  
gávuvuodjan	1. ryggsvømming;  
ráhperádjan	1. slamhåndtering;  
čoavddabonjan	1. nøkkelvrider;  
bealljesuojan	1. hørselsvern;  
skájan	1. høyttaler;  
fuođđarrájan	1. forhøster;  
viehkan	1. løp;  
riddaviehkan	1. hekkeløp;  
easttaviehkan	1. hinderløp;  
gilvoviehkan	1. kappløp;  
sáttatviehkan	1. stafett;  
dássádáhttingihkan	1. nivellerkikkert;  
lohkan	1. studie;  
gálvolohkan	1. vareopptelling;  
ovttaslohkan	1. leseprøve;  
eanajuohkinsuohkan	1. jordskiftesogn;  
háhkan	1. erverv;  2. rekruttering;  
vuoigatvuođaháhkan	1. rettighetserverv;  
oamastusháhkan	1. hevdserverv;  
mohtorliekkan	1. motorvarmer;  
čáhkkan	1. frostsprengning;  
árkacokkan	1. arkmater;  
skuvlagievkkan	1. skolekjøkken;  
hárjehallangievkkan	1. treningskjøkken;  
šilljogievkkan	1. gatekjøkken;  
gákkan	1. brekkjern;  
galkan	1. bakslag;  
bargomárkan	1. arbeidsmarked;  
olmmošlaskan	1. folkevekst;  
iskan	1. prøve;  
varraiskan	1. blodprøvetaking;  
šuokŋaiskan	1. klangprøve;  
sylinddarsuođđaniskan	1. sylinderlekkasjetester;  
guohtuniskan	1. beiteundersøkelse;  
čoaskudanrusttetiskan	1. kjølesystemtester;  
dutkan	1. undersøkelse;  2. forskning;  
gáldodutkan	1. kildegranskning;  
doalan	1. holder;  
aviisadoalan	1. avisholder;  
vuoktaborštadoalan	1. hårbørste;  
skruvvadoalan	1. skruestikke;  
luođđadoalan	1. kuleholder;  
oalgedoalan	1. skulderstøttebandasje;  
čielgedoalan	1. nyrebelte;  
juolgedoalan	1. fotstøtte;  
girjedoalan	1. bokholder;  
stálledoalan	1. stålholder;  
jorredoalan	1. spindeldokke;  
juhkanlásedoalan	1. glassholder;  
geahčedoalan	1. bakdokke;  
fássoldoalan	1. vaskeklut med håndtak;  
čohkkundoalan	1. kam med håndtak;  
bagadallan	1. regi;  2. veiledning;  
liekkadallan	1. oppvarming;  
šiehtadallan	1. forhandling;  
tariffašiehtadallan	1. tarifforhandling;  
loahppašiehtadallan	1. realitetsforhandling;  
suokkardanšiehtadallan	1. sonderingsforhandling;  
lihttošiehtadallan	1. forbundsvise oppgjør;  
bálkášiehtadallan	1. lønnsforhandling;  
soahpamuššiehtadallan	1. kontraktforhandling;  
logaldallan	1. forelesning, leksjon;  
oassádallan	1. medfølelse;  
dássádallan	1. balansering;  
ráđđádallan	1. overlegning;  
máhcahallan	1. kontring;  
duohtavuođaválddahallan	1. dokumentarskildring;  
ássiidválddahallan	1. demografi;  
logahallan	1. fortegnelse;  2. tabell;  
mearkalogahallan	1. merkeregister;  
mannohaddelogahallan	1. konsumprisindeks;  
diggelogahallan	1. tinglysing;  
vealgelogahallan	1. skyldregister;  
mollengeađgelogahallan	1. pukkregister;  
jahkelogahallan	1. årsoppgave;  
boađuslogahallan	1. resultatoppstilling;  
giddodatlogahallan	1. eiendomsregister;  
dásádatlogahallan	1. balanseoppstilling;  
olggosbijahallan	1. utvisning;  
čibbesojahallan	1. knebøyning;  
gulahallan	1. kommunikasjon;  
jearahallan	1. intervju;  
guorahallan	1. analyse;  2. utredning;  
jienastanvuoittahallan	1. voteringsnederlag;  
govahallan	1. illusjon;  
miellagovahallan	1. fabulering;  
gieđahallan	1. bearbeiding;  
fiidnagieđahallan	1. finbearbeiding;  
teakstagieđahallan	1. tekstbehandling;  
vuovdeáššegieđahallan	1. skogbehandling;  
diehtogieđahallan	1. databehandling;  
bahkadasgieđahallan	1. krisehåndtering;  
olggošgieđahallan	1. overflatebehandling;  
hárjehallan	1. prøve;  2. trening;  
repetišuvdnahárjehallan	1. repetisjonstrening;  
loktenhárjehallan	1. vekttrening;  
vuodjinhárjehallan	1. øvingskjøring;  
geardunhárjehallan	1. repetisjonsøvelse;  
bargohárjehallan	1. arbeidspraksis, utplassering;  
valáštallanmáhtuhárjehallan	1. idrettslig ferdighetstrening;  
dohppehallan	1. anfall;  
heivehallan	1. tillemping;  
indeksaheivehallan	1. indeksregulering;  
geahpeslašmmohallan	1. lungegymnastikk;  
joavkolášmmohallan	1. gruppetrening;  
váibmolášmmohallan	1. hjertetrening;  
lonohallan	1. utveksling;  
erohallan	1. sortering;  
doallan	1. abonnement;  
biiladoallan	1. bildrift;  
ovdandoallan	1. anførsel;  
buhtisindoallan	1. renovasjon;  
viessodoallan	1. bygningsdrift;  
ságastallan	1. dialog;  2. samtale;  
váhnenságastallan	1. foreldresamtale;  
telefonságastallan	1. telefonsamtale;  
ákkastallan	1. argumentasjon;  
rollastallan	1. rollespill;  
ovttastallan	1. samvær;  
lađastallan	1. analyse;  
hearkivuođalađastallan	1. følsomhetsanalyse;  
ruhtadeamilađastallan	1. finansieringsanalyse;  
rievdanlađastallan	1. avviksanalyse;  
rehketdoallolađastallan	1. regnskapsanalyse;  
njoarrolađastallan	1. strømningsanalyse;  
erostallan	1. sisten;  
meahcástallan	1. utmarksnæring;  
eanaávkkástallan	1. grunnutnyttelse;  
seainnástallan	1. veggspill;  
digaštallan	1. debatt, ordskifte;  
paneladigaštallan	1. paneldebatt;  
interpellašuvdnadigaštallan	1. interpellasjonsdebatt;  
prinsihppadigaštallan	1. prinsippdebatt;  
bušeahttadigaštallan	1. budsjettdebatt;  
joavkodigaštallan	1. gruppediskusjon;  
imaštallan	1. undring;  
meroštallan	1. skjønn;  
čuolbmameroštallan	1. problemdiagnose;  
lobálašvuođameroštallan	1. legaldefinisjon;  
johtolatmeroštallan	1. trafikkberegning;  
servvoštallan	1. sosialt samvær;  
árvvoštallan	1. anmeldelse;  2. kritikk;  
skuvlaárvvoštallan	1. skolevurdering;  
vuolleárvvoštallan	1. undervurdering;  
dárboárvvoštallan	1. behovsprøving;  
álgoárvvoštallan	1. grovvurdering;  
bargoárvvoštallan	1. arbeidsvurdering;  
rádjoárvvoštallan	1. beholdningsvurdering;  
gálvorádjoárvvoštallan	1. vurdering av varebeholdning;  
duođaštusárvvoštallan	1. bevisbedømmelse;  
bođufaláštallan	1. friidrett;  
valáštallan	1. sport;  
čallan	1. hornfelling;  
gollan	1. nedbryting;  
sáttogollan	1. sanderosjon;  
hállan	1. bøy, li, skråning;  
hoahppohállan	1. ilsamtale;  
njaman	1. avsug;  
lievlanjaman	1. kjøkkenventilator;  
čáhcenjaman	1. sentrifuge;  
guovddášdopmonjaman	1. sentralstøvsuger;  
biebman	1. ernæring;  
sáivačáhcebiebman	1. innlandsoppdrett;  
váilebiebman	1. underernæring;  
boasttobiebman	1. feilernæring;  
ovttasdoaibman	1. samhandling;  
soaibman	1. personangrep;  
njamman	1. innsuging;  
duolmman	1. pedal;  
gásaduolmman	1. gasspedal;  
goazanduolmman	1. bremsepedal;  
muorraomman	1. vedovn;  
buoššodanomman	1. herdeovn;  
gievkkanomman	1. komfyr;  
mikrobárroomman	1. mikrobølgeovn;  
girdihámman	1. lufthavn;  
fanashámman	1. båthavn;  
valmuesiepman	1. valmuefrø;  
sesamsiepman	1. sesamfrø;  
beallemassiepman	1. linfrø;  
guollebivdohápman	1. fiskevær;  
boazoguohtuneanan	1. reindriftsareal;  
láigoeanan	1. festegrunn;  
vierroeanan	1. fremmed mark, fremmed land;  
guotteteanan	1. kalvingsland;  
guohtueanan	1. beiteareal;  
meaddilmannan	1. omløp;  
ovddosmannan	1. fremdrift;  
maŋosmannan	1. tilbakegang;  
vátnan	1. finpussing;  
áigumušsoahpan	1. intensjonsavtale;  
čahpan	1. stell;  
luohpan	1. oppsigelse;  
bihkkasuohpan	1. tjæret lasso;  
dollačuohpan	1. skjærebrenner;  
plasmačuohpan	1. plasmaskjærer;  
bohccečuohpan	1. rørkutter;  
monnečuohpan	1. eggedeler;  
fápmočuohpan	1. boltsaks;  
spintočuohpan	1. pakningsskjærer;  
rádjadahppan	1. grensesperring;  
badjeloahppan	1. overlæring;  
lavdnječuohppan	1. torvstikking;  
vuolahasčuohppan	1. sponskjærende bearbeiding;  
širan	1. dusj;  
lieđđeširan	1. blomsterdusj;  
sŋiran	1. skralle;  
bábirduoran	1. stiftemaskin;  
bearran	1. innkreving;  
vealgebearran	1. inkasso;  
ráđđejearran	1. konsultasjon;  
borran	1. måltid;  
bargoborran	1. arbeidslunsj;  
jorran	1. omdreiing;  2. rotasjon;  
oaivejorran	1. svimmelhet;  
fievrran	1. transportør;  
stivrran	1. ratt;  2. ror;  3. styreenhet;  
šákšamárran	1. loddeinnsig;  
bággomárran	1. okkupasjon;  
njuorjomárran	1. kobbeinvasjon;  
báisan	1. ekspansjon;  
vuostejursan	1. motfresing;  
miehttejursan	1. medfresing;  
bassan	1. vask;  
giehtabassan	1. håndvask;  
vuoktabassan	1. hårvask;  
ráŋggáštanbeassan	1. straffritak;  
jurssan	1. fres;  
lohtegurrajurssan	1. kilsporfres;  
válsajurssan	1. valsfres;  
sággejurssan	1. pinnefres;  
geahčedulbenjurssan	1. endeplanfres;  
vearroássan	1. skatteboel;  
biehtan	1. del av mannslue;  
diggevihtan	1. tingsvitne;  
suostan	1. forsømmelse;  
ámmátsuostan	1. embetsforsømmelse;  
ventiilalovttan	1. ventilløfter;  
searvan	1. medvirkning;  
oktiisearvan	1. allianseinngåelse;  
leavvan	1. ekspansjon;  
šloavvan	1. overtenning;  
rumašvuogáiduvvan	1. kroppstilpasning;  
riektehámáiduvvan	1. rettsdannelse;  
báktevuođđohámáiduvvan	1. berggrunnsdannelse;  
billohuvvan	1. degenerert;  
buollinroasmmohuvvan	1. forbrenningsskade;  
boarásmuvvan	1. foreldelse;  
suorgásuvvan	1. differensieringsprosess;  
mollašuvvan	1. forvitring;  
goazan	1. brems;  
giehtagoazan	1. håndbrems;  
šiivagoazan	1. skivebrems;  
juolgegoazan	1. fotbrems;  
fárppalgoazan	1. trommelbrems;  
skearrogoazan	1. skivebrems;  
searvogoazan	1. servobrems;  
drumbugoazan	1. trommelbrems;  
čađan	1. diagonal;  
bálkásuohčan	1. lønnsglidning;  
čiekčan	1. fotballkamp;  
spábbačiekčan	1. fotballkamp;  
rátkkačiekčan	1. kvalifisering;  
maŋŋečiekčan	1. forsvar;  
suovvabuokčan	1. røykdykking;  
liánttabužan	1. blyantspisser;  
árvogahččan	1. verdifall;  
foandaduohččan	1. fondsavsetning;  
gođđan	1. gyting;  
transmišuvdnaliekkassuođđan	1. transmisjonsvarmetap;  
monnevuoššan	1. eggkoker;  
biilaeaiggáduššan	1. bileierskap;  
ovttaseaiggáduššan	1. sameie;  
giehtaguššan	1. håndhevelse;  
vihtanuššan	1. vitnemål;  
fiskesjievžžan	1. gulsanger;  
luovččan	1. meisel;  
duolbaluovččan	1. flatmeisel;  
ruossaluovččan	1. kryssmeisel;  
merkenluovččan	1. kjørner;  
molybden	1. molybden;  
hadden	1. prisfastsettelse;  
njuolggogidden	1. kortslutning;  
giđđalodden	1. andejakt;  
dudden	1. avlastning;  
mudden	1. modifikasjon;  2. korrigering;  
earremudden	1. kvoteregulering;  
bivdomudden	1. uttaksregulering;  
meannomudden	1. atferdsregulering;  
jietnabádden	1. lydbåndopptak;  
boasttuádden	1. feiltolkning;  
spiiden	1. hudirritasjon;  
badjebázahálden	1. overskuddsdisponering;  
jahkečielggadanhálden	1. årsoppgjørsdisposisjon;  
ruhtadanhálden	1. finansieringsdisposisjon;  
skarlagen	1. skarlagen;  
liggen	1. oppvarming;  
latnjaliggen	1. romoppvarming;  
čuggen	1. avstikking;  
bolgen	1. pedal;  
njulgen	1. oppretting;  2. strekking;  
glykogen	1. glykogen;  
halogen	1. halogen;  
hallusinogen	1. hallusinogen;  
androgen	1. androgen;  
hydrogen	1. hydrogen;  
østrogen	1. østrogen;  
čorgen	1. rydding;  
doapparčorgen	1. renovasjon;  
buvttagárgen	1. produktutvikling;  
luoddačuvgen	1. vegbelysning;  
oksygen	1. oksygen;  
čuovgamáŋgen	1. lyskopiering;  
termomáŋgen	1. termokopiering;  
suddjen	1. beskyttelse;  
láktasuddjen	1. fuktsikring;  
ráddjen	1. avgrensning;  
áigeráddjen	1. tidsavgrensning;  
ráđđenráddjen	1. rådighetsbegrensning;  
háldoráddjen	1. disposisjonsbegrensning;  
bivdoráddjen	1. fangstbegrensing;  
bivddusráddjen	1. redskapsbegrensning;  
válljen	1. seleksjon;  
ođđaválljen	1. nyvalg;  
árvoválljen	1. verdivalg;  
gargŋildorjen	1. albuestøtte;  
guđjen	1. isolering;  
láhken	1. laken;  
njuiken	1. hopp;  
holganjuiken	1. høydehopp;  
guhkkodatnjuiken	1. lengdehopp;  
ovddalbahkken	1. høyt press;  
maŋilbahkken	1. lavt press;  
alken	1. alken;  
skabilken	1. skabilken;  
molken	1. bøying;  
merken	1. merking;  2. oppmerking;  
ovdamerken	1. fortegnsettelse;  
girjemerken	1. postering;  
doapparvurken	1. avfallsoppbevaring;  
duobussillen	1. filtrering;  
pollen	1. pollen;  
skuvlen	1. skolering;  
iešsorbmen	1. selvmord;  
dárkkistansubmen	1. kontrollsummering;  
hábmen	1. utforming;  
lávdehábmen	1. scenografi;  
lihkadanhábmen	1. koreografi;  
luondohábmen	1. karakterdannelse;  
bivttashábmen	1. kostymedesign;  
omen	1. omen;  
bitumen	1. bitumen;  
ednen	1. jording;  
čáhceráidnen	1. vannbehandling;  
gulahallanváhnen	1. foreldrekontakt;  
biebmováhnen	1. fosterforelder;  
ristváhnen	1. fadder;  
nannen	1. armering;  
láhkanannen	1. kodifisering;  
luoddaplánen	1. vegplanlegging;  
dosaplánen	1. doseplanlegging;  
luoddadárkilisplánen	1. vegprosjektering;  
johtolatplánen	1. trafikkplanlegging;  
šliipen	1. sliping;  
duhppen	1. krymping;  
kuvllasuhppen	1. kulestøt;  
paraferen	1. parafering;  
ivdnekopieren	1. fargekopiering;  
reguleren	1. regulering;  
johtolatreguleren	1. trafikkregulering;  
johtolatsaneren	1. trafikksanering;  
mašineren	1. maskinering;  
gireren	1. girering;  
registreren	1. registrering;  
standárdiseren	1. standardisering;  
personifiseren	1. personifisering;  
sentraliseren	1. sentralisering;  
kapitáliseren	1. kapitalisering;  
johtolatorganiseren	1. trafikkorganisering;  
mekaniseren	1. mekanisering;  
homogeniseren	1. homogenisering;  
mohtoriseren	1. motorisering;  
automatiseren	1. automatisering;  
alfabetiseren	1. alfabetisering;  
kondenseren	1. kondensering;  
suovvagássakondenseren	1. røykgasskondensering;  
endosseren	1. endossering;  
aduseren	1. adusering;  
vekseldiskonteren	1. vekseldiskontering;  
erohusinvesteren	1. differanseinvestering;  
erren	1. isolasjon;  
liekkaserren	1. varmeisolering;  
sirren	1. isolering;  
álgosirren	1. forhåndssorterer;  
áibmosirren	1. avlufting;  
doapparsirren	1. kildesortering;  
sintren	1. sintring;  
stivren	1. styring;  
rádjostivren	1. lagerstyring;  
diehtostivren	1. datadisiplin;  
gáiddusstivren	1. fjernstyring;  
áren	1. lystrejern;  
sveisen	1. sveising;  
alasveisen	1. påleggssveising;  
bádjesveisen	1. essesveising;  
vuostesveisen	1. høyresveising;  
dulpensveisen	1. stukesveising;  
čuokkissveisen	1. punktsveising;  
eretsveisen	1. frasveising;  
liisen	1. leasing;  
buvrorisen	1. grøtris;  
málesrisen	1. middagsris;  
livttesrisen	1. polert ris;  
skabusrisen	1. naturris;  
sisahuksen	1. innbygging;  
arsen	1. arsen;  
russen	1. skjæring;  
gaskasárggárussen	1. midtlinjekryssing;  
fihten	1. hvitting;  
álbmotdikten	1. folkedikting;  
likten	1. stryking;  
lokten	1. uttak;  
árvolokten	1. oppskriving;  
renten	1. forrentning;  
álgokonten	1. forkontering;  
karoten	1. karoten;  
besten	1. rekruttering;  
luisten	1. skøyting;  
osten	1. garving;  
komposten	1. kompostering;  
vusten	1. ysting;  
čoahkkáirohtten	1. sammenbøyning;  
ruhtten	1. feiing;  
birasgáhtten	1. miljøvern;  
láhtten	1. adferd;  
gluten	1. gluten;  
trinitrotoluen	1. trinitrotoluen;  
herven	1. ornamentikk;  
dákteherven	1. beinornamentikk;  
lávvolatvárven	1. kondreiing;  
rivven	1. usurpasjon;  
govven	1. fotografering;  
olgogovven	1. profilering;  
ruvven	1. gniding;  
doarrásruvven	1. tverrfriksjon;  
rávven	1. anbefaling;  
benzen	1. benzen;  
heđen	1. embryo;  
juolgečelččen	1. lilletå;  
oljolahcin	1. oljelekkasje;  
árvonjeaidin	1. nedskrivning;  
boaldin	1. forbrenning;  
bihkkaboaldin	1. tjærebrenning;  
goldin	1. drivgarnfiske;  
čuoldin	1. sortering;  
eanačuoldin	1. fradeling av jord;  
čábbodatvuhtiiváldin	1. skjønnhetshensyn;  
vuostáiváldin	1. resepsjon;  2. velkomst;  
iskanvuostáiváldin	1. prøvemottak;  
gálvovuostáiváldin	1. varemottak;  
duođaštusváldin	1. bevisopptak;  
gándin	1. bohave;  2. løsøre;  
fierdin	1. lepping;  
oanehisšilljogirdin	1. kortbanenett;  
sirdin	1. overføring;  
váldesirdin	1. myndighetsdelegasjon;  
eanagirjesirdin	1. overskjøting;  
eaiggáduššansirdin	1. eiendomsovergang;  
fápmosirdin	1. kraftoverføring;  
giddodatvuođđosirdin	1. grunnboksoverføring;  
bustávvabordin	1. bokstavlek;  
jeagelbordin	1. reinlavplukking;  
bihttábordin	1. puslespill;  
vuordin	1. forsinkelse;  
deavdin	1. gjenfylling;  
bivdin	1. veidefang;  
guolledikšunbivdin	1. fiskekultiveringsfiske;  
njuolggavuovdin	1. førstehåndsomsetning;  
bileahttavuovdin	1. billettsalg;  
bággovuovdin	1. tvangsauksjon;  
vealggásvuovdin	1. kredittsalg;  
beaggin	1. rykte;  
čoahkkinálgin	1. møtestart;  
billeriin	1. margarin;  
gáljavuodjin	1. glattkjøring;  
biilavuodjin	1. bilkjøring;  
birravuodjin	1. rundkjøring;  
badjelluottavuodjin	1. utforkjøring;  
ovttaguvluivuodjin	1. envegskjøring;  
meaddelvuodjin	1. forbikjøring;  
vuoiŋŋastanvuodjin	1. rekreasjonskjøring;  
seavdnjadinvuodjin	1. mørkekjøring;  
ráidovuodjin	1. kolonnekjøring;  
militeararáidovuodjin	1. militærkolonne;  
gilvovuodjin	1. kappkjøring;  
